1-Wire/iButton Part Number: DS1921G-F5
1-Wire/iButton Registration Number: 980000002B448621
Is Mission Active?  true
Mission Start:  Sat Jun 16 19:26:00 PDT 2018
Sample Rate:  Every 60 minute(s)
Number of Mission Samples:  6664
Total Samples:  413166
Roll Over Enabled?  false
Roll Over Occurred?  Roll over has occurred
Active Alarms:  Clock
Next Clock Alarm At:  Sun Mar 24 00:00:00 PDT 2019
High Temperature Alarm:  85 �C
Low Temperature Alarm:  -40 �C

Date/Time,Unit,Value
2018-07-06, 4:26:00 AM,C,16
2018-07-06, 5:26:00 AM,C,16
2018-07-06, 6:26:00 AM,C,16
2018-07-06, 7:26:00 AM,C,16
2018-07-06, 8:26:00 AM,C,16
2018-07-06, 9:26:00 AM,C,16
2018-07-06, 10:26:00 AM,C,16
2018-07-06, 11:26:00 AM,C,17
2018-07-06, 12:26:00 PM,C,17.5
2018-07-06, 1:26:00 PM,C,17.5
2018-07-06, 2:26:00 PM,C,18
2018-07-06, 3:26:00 PM,C,18.5
2018-07-06, 4:26:00 PM,C,17
2018-07-06, 5:26:00 PM,C,17
2018-07-06, 6:26:00 PM,C,16.5
2018-07-06, 7:26:00 PM,C,16.5
2018-07-06, 8:26:00 PM,C,16.5
2018-07-06, 9:26:00 PM,C,16.5
2018-07-06, 10:26:00 PM,C,16.5
2018-07-06, 11:26:00 PM,C,16.5
2018-07-07, 12:26:00 AM,C,16.5
2018-07-07, 1:26:00 AM,C,16
2018-07-07, 2:26:00 AM,C,15.5
2018-07-07, 3:26:00 AM,C,15
2018-07-07, 4:26:00 AM,C,15
2018-07-07, 5:26:00 AM,C,15.5
2018-07-07, 6:26:00 AM,C,16
2018-07-07, 7:26:00 AM,C,16
2018-07-07, 8:26:00 AM,C,16
2018-07-07, 9:26:00 AM,C,16
2018-07-07, 10:26:00 AM,C,16
2018-07-07, 11:26:00 AM,C,16
2018-07-07, 12:26:00 PM,C,19
2018-07-07, 1:26:00 PM,C,18
2018-07-07, 2:26:00 PM,C,18.5
2018-07-07, 3:26:00 PM,C,18
2018-07-07, 4:26:00 PM,C,19.5
2018-07-07, 5:26:00 PM,C,18
2018-07-07, 6:26:00 PM,C,17.5
2018-07-07, 7:26:00 PM,C,17
2018-07-07, 8:26:00 PM,C,17
2018-07-07, 9:26:00 PM,C,16.5
2018-07-07, 10:26:00 PM,C,17
2018-07-07, 11:26:00 PM,C,17
2018-07-08, 12:26:00 AM,C,17
