1-Wire/iButton Part Number: DS1921G-F5
1-Wire/iButton Registration Number: F00000002A0F1C21
Is Mission Active?  true
Mission Start:  Wed Mar 20 13:57:00 PDT 2019
Sample Rate:  Every 60 minute(s)
Number of Mission Samples:  1850
Total Samples:  153091
Roll Over Enabled?  false
Roll Over Occurred?  Roll over has NOT occurred
Active Alarms:  None fired
Next Clock Alarm At:  Disabled
High Temperature Alarm:  85 �C
Low Temperature Alarm:  -40 �C

Date/Time,Unit,Value
2019-04-08, 3:57:00 PM,C,9
2019-04-08, 4:57:00 PM,C,9
2019-04-08, 5:57:00 PM,C,9
2019-04-08, 6:57:00 PM,C,9
2019-04-08, 7:57:00 PM,C,9
2019-04-08, 8:57:00 PM,C,9
2019-04-08, 9:57:00 PM,C,9
2019-04-08, 10:57:00 PM,C,9
2019-04-08, 11:57:00 PM,C,9
2019-04-09, 12:57:00 AM,C,9
2019-04-09, 1:57:00 AM,C,9
2019-04-09, 2:57:00 AM,C,9
2019-04-09, 3:57:00 AM,C,9
2019-04-09, 4:57:00 AM,C,9
2019-04-09, 5:57:00 AM,C,9
2019-04-09, 6:57:00 AM,C,9.5
2019-04-09, 7:57:00 AM,C,9.5
2019-04-09, 8:57:00 AM,C,9
2019-04-09, 9:57:00 AM,C,10.5
2019-04-09, 10:57:00 AM,C,10.5
2019-04-09, 11:57:00 AM,C,11
2019-04-09, 12:57:00 PM,C,9.5
2019-04-09, 1:57:00 PM,C,9.5
2019-04-09, 2:57:00 PM,C,9.5
2019-04-09, 3:57:00 PM,C,9.5
2019-04-09, 4:57:00 PM,C,9.5
2019-04-09, 5:57:00 PM,C,9.5
2019-04-09, 6:57:00 PM,C,9.5
2019-04-09, 7:57:00 PM,C,9.5
2019-04-09, 8:57:00 PM,C,9.5
2019-04-09, 9:57:00 PM,C,9.5
2019-04-09, 10:57:00 PM,C,9.5
2019-04-09, 11:57:00 PM,C,9.5
2019-04-10, 12:57:00 AM,C,9.5
2019-04-10, 1:57:00 AM,C,9.5
2019-04-10, 2:57:00 AM,C,9.5
2019-04-10, 3:57:00 AM,C,9
2019-04-10, 4:57:00 AM,C,9.5
2019-04-10, 5:57:00 AM,C,9.5
2019-04-10, 6:57:00 AM,C,9.5
2019-04-10, 7:57:00 AM,C,9.5
2019-04-10, 8:57:00 AM,C,9.5
2019-04-10, 9:57:00 AM,C,9
2019-04-10, 10:57:00 AM,C,11
2019-04-10, 11:57:00 AM,C,9.5
2019-04-10, 12:57:00 PM,C,9.5
2019-04-10, 1:57:00 PM,C,9.5
2019-04-10, 2:57:00 PM,C,9.5
2019-04-10, 3:57:00 PM,C,9
2019-04-10, 4:57:00 PM,C,9
2019-04-10, 5:57:00 PM,C,9
2019-04-10, 6:57:00 PM,C,9.5
2019-04-10, 7:57:00 PM,C,9.5
2019-04-10, 8:57:00 PM,C,9.5
2019-04-10, 9:57:00 PM,C,9.5
2019-04-10, 10:57:00 PM,C,9
2019-04-10, 11:57:00 PM,C,9.5
2019-04-11, 12:57:00 AM,C,9.5
2019-04-11, 1:57:00 AM,C,9.5
2019-04-11, 2:57:00 AM,C,9.5
2019-04-11, 3:57:00 AM,C,9
2019-04-11, 4:57:00 AM,C,9
2019-04-11, 5:57:00 AM,C,9
2019-04-11, 6:57:00 AM,C,9
2019-04-11, 7:57:00 AM,C,9
2019-04-11, 8:57:00 AM,C,9
2019-04-11, 9:57:00 AM,C,9.5
2019-04-11, 10:57:00 AM,C,9
2019-04-11, 11:57:00 AM,C,10
2019-04-11, 12:57:00 PM,C,13.5
2019-04-11, 1:57:00 PM,C,9.5
2019-04-11, 2:57:00 PM,C,9.5
2019-04-11, 3:57:00 PM,C,9
2019-04-11, 4:57:00 PM,C,9
2019-04-11, 5:57:00 PM,C,9.5
2019-04-11, 6:57:00 PM,C,9.5
2019-04-11, 7:57:00 PM,C,9.5
2019-04-11, 8:57:00 PM,C,9
2019-04-11, 9:57:00 PM,C,9.5
2019-04-11, 10:57:00 PM,C,9.5
2019-04-11, 11:57:00 PM,C,9.5
2019-04-12, 12:57:00 AM,C,9.5
2019-04-12, 1:57:00 AM,C,9.5
2019-04-12, 2:57:00 AM,C,9.5
2019-04-12, 3:57:00 AM,C,9.5
2019-04-12, 4:57:00 AM,C,9.5
2019-04-12, 5:57:00 AM,C,9.5
2019-04-12, 6:57:00 AM,C,9.5
2019-04-12, 7:57:00 AM,C,9.5
2019-04-12, 8:57:00 AM,C,9.5
2019-04-12, 9:57:00 AM,C,9.5
2019-04-12, 10:57:00 AM,C,10
2019-04-12, 11:57:00 AM,C,9.5
2019-04-12, 12:57:00 PM,C,12
2019-04-12, 1:57:00 PM,C,12.5
2019-04-12, 2:57:00 PM,C,10
2019-04-12, 3:57:00 PM,C,10
2019-04-12, 4:57:00 PM,C,10
2019-04-12, 5:57:00 PM,C,10
2019-04-12, 6:57:00 PM,C,9.5
2019-04-12, 7:57:00 PM,C,9.5
2019-04-12, 8:57:00 PM,C,9.5
2019-04-12, 9:57:00 PM,C,9.5
2019-04-12, 10:57:00 PM,C,9.5
2019-04-12, 11:57:00 PM,C,9.5
2019-04-13, 12:57:00 AM,C,9.5
2019-04-13, 1:57:00 AM,C,9.5
2019-04-13, 2:57:00 AM,C,9.5
2019-04-13, 3:57:00 AM,C,9.5
2019-04-13, 4:57:00 AM,C,9.5
2019-04-13, 5:57:00 AM,C,9.5
2019-04-13, 6:57:00 AM,C,9.5
